nama_bapak,nama_ibu,nomor_rumah,jarak_rumah
Arta Rajasa,Eka Usamah S.Pt,454,4601
Arta Simanjuntak,Iriana Astuti,455,4613
Arta Sitompul S.Kom,Cinthia Salsabila Suryatmi S.I.Kom,456,4632
Arta Uwais,Paris Laksita,457,4644
Arta Waluyo,Hani Pertiwi,458,4661
Arta Waluyo M.TI.,Laila Nasyiah,459,4673
Arta Wijaya,Titi Anggraini,460,4690
Artanto Cakrabuana Maryadi,Irma Yulianti,461,4702
Artanto Cakrajiya Pradipta S.IP,Rini Laila Yolanda S.IP,462,4713
Artanto Candra Sitompul S.Gz,Anastasia Susanti,463,4733
Artanto Daliono Rajata,Kiandra Aryani,464,4746
Artanto Halim,Padma Rahayu S.IP,465,4757
Artanto Hardiansyah,Zalindra Yance Purnawati M.TI.,466,4772
Artanto Harimurti Salahudin S.E.,Aisyah Septi Mayasari S.E.,467,4789
Artanto Hidayat,Dalima Aurora Maryati S.Psi,468,4792
Artanto Himawan Samosir,Qori Palastri M.Farm,469,4807
Artanto Hutapea,Ami Permata S.E.,470,4823
Artanto Kasiran Kurniawan,Yulia Kuswandari S.E.,471,4831
Artanto Kenari Pratama,Citra Nasyidah,472,4832
Artanto Narpati,Hana Yulia Novitasari,473,4834
Artanto Pradipta,Calista Puspita,474,4835
Artanto Prakasa S.T.,Alika Hastuti S.H.,475,4843
Artanto Prima Sitorus,Kani Yuliarti,476,4859
Artanto Putra M.TI.,Julia Mulyani,477,4862
Artanto Rajasa,Keisha Najwa Susanti,478,4876
Artanto Samosir,Calista Zahra Andriani S.IP,479,4880
Artanto Sihombing,Mutia Ifa Nasyiah,480,4884
Artanto Sihotang,Siska Hartati,481,4890
Artanto Situmorang,Bella Yolanda,482,4895
Artanto Utama S.Pt,Elvina Astuti S.Sos,483,4897
Artanto Vinsen Marpaung S.Sos,Sarah Ika Namaga M.M.,484,4916
Artanto Wasita,Lili Susanti,485,4932
Artanto Wibisono S.Kom,Jasmin Nabila Hassanah,486,4933
Artawan Adriansyah,Ghaliyati Rika Riyanti S.Psi,487,4936
Artawan Atma Megantara M.TI.,Aurora Maya Melani,488,4956
Artawan Bakti Wibisono,Yuni Puspasari S.E.I,489,4963
Artawan Candra Hutapea S.Pd,Juli Natalia Aryani,490,4966
Artawan Darsirah Latupono,Tira Farhunnisa Zulaika,491,4968
Artawan Dongoran,Novi Zulfa Wastuti,492,4969
Artawan Gatot Mansur M.Ak,Dinda Maryati,493,4973
Artawan Gunawan,Yance Eva Mandasari S.E.I,494,4974
Artawan Hutapea,Siti Wastuti,495,4992
Artawan Jagapati Sitompul S.Kom,Sadina Nasyidah,496,5012
Artawan Kacung Mandala,Silvia Wastuti M.Farm,497,5032
Artawan Muni Sihotang,Puput Anggraini,498,5041
Artawan Pangeran Halim S.IP,Ida Yuniar,499,5046
Artawan Pradipta,Ulya Purnawati,500,5060
Artawan Respati Wasita,Zalindra Maimunah Melani S.Sos,501,5073
Artawan Setiawan,Rina Genta Hartati M.TI.,502,5087
Artawan Sihotang,Dian Astuti,503,5101
Artawan Sitompul,Ika Dinda Usamah S.Gz,504,5104
Artawan Sitorus,Puti Ami Hastuti,505,5108
Artawan Wasita,Intan Halimah,506,5111
Artawan Winarno,Maria Agustina S.I.Kom,507,5128
Asirwada Adriansyah,Ade Anggraini,508,5129
Asirwada Budiyanto,Ghaliyati Kuswandari S.Pt,509,5132
Asirwada Catur Santoso,Usyi Safitri,510,5135
Asirwada Dabukke,Karimah Kusmawati,511,5152
Asirwada Empluk Setiawan S.I.Kom,Mutia Rahmi Hastuti S.Pd,512,5158
Asirwada Haryanto,Titi Aryani,513,5163
Asirwada Hidayanto,Amalia Lestari M.Farm,514,5176
Asirwada Hidayat,Ciaobella Salimah Winarsih S.T.,515,5177
Asirwada Langgeng Pangestu,Lintang Zulaika,516,5196
Asirwada Mandala,Lintang Tami Riyanti S.T.,517,5198
Asirwada Mansur,Wulan Raina Anggraini,518,5201
Asirwada Manullang S.Farm,Rahmi Hariyah,519,5209
Asirwada Maulana,Belinda Qori Nasyidah,520,5228
Asirwada Natsir,Keisha Elma Oktaviani M.Pd,521,5239
Asirwada Prasetya,Betania Permata,522,5246
Asirwada Raden Ramadan M.Pd,Keisha Hasanah,523,5248
Asirwada Samosir,Icha Oni Fujiati,524,5260
Asirwada Suwarno,Lala Eli Novitasari M.Pd,525,5273
Asirwada Tampubolon,Dina Maimunah Fujiati S.Pd,526,5282
Asirwada Thamrin,Irma Nasyidah,527,5298
Asirwada Tri Mandala,Zizi Zelda Sudiati,528,5311
Asirwada Waluyo,Gasti Namaga,529,5326
Asirwada Wijaya,Diana Ani Suartini S.Farm,530,5334
Asirwanda Budiman,Paulin Farida,531,5350
Asirwanda Budiyanto,Hani Restu Rahayu,532,5352
Asirwanda Ganda Irawan,Ratih Riyanti,533,5355
Asirwanda Gilang Thamrin,Ira Hastuti,534,5359
Asirwanda Hardi Mustofa S.IP,Diana Haryanti M.Kom.,535,5369
Asirwanda Harsanto Hutagalung S.Sos,Uli Nurdiyanti,536,5389
Asirwanda Luhung Setiawan,Yuni Ani Yolanda,537,5391
Asirwanda Mansur,Mala Uyainah S.E.,538,5404
Asirwanda Najmudin,Yani Halimah,539,5421
Asirwanda Prakasa,Ayu Usada,540,5432
Asirwanda Saefullah,Restu Kuswandari,541,5436
Asirwanda Sihombing,Farah Yuliana Sudiati,542,5453
Asirwanda Tarihoran S.I.Kom,Sakura Padmasari,543,5459
Aslijan Daryani Damanik M.M.,Kani Hariyah,544,5476
Aslijan Embuh Maulana S.Sos,Diana Kezia Maryati S.IP,545,5481
Aslijan Gangsar Wibisono,Hani Namaga,546,5487
Aslijan Habibi,Clara Lestari M.Kom.,547,5495
Aslijan Ian Saptono S.Farm,Yance Rahimah,548,5511
Aslijan Lasmanto Haryanto S.I.Kom,Farhunnisa Indah Andriani,549,5518
Aslijan Legawa Prasasta,Tania Sudiati,550,5537
Aslijan Mulya Januar M.Pd,Laila Mayasari S.I.Kom,551,5539
Aslijan Nainggolan,Puti Siti Yolanda M.Farm,552,5544
Aslijan Narpati,Restu Mayasari,553,5555
Aslijan Pradipta,Padmi Natalia Laksmiwati S.Psi,554,5573
Aslijan Samosir,Ratih Hariyah,555,5575
Aslijan Saptono,Sadina Safitri,556,5595
Aslijan Sihombing,Sarah Zelaya Andriani S.IP,557,5610
Aslijan Sirait,Wulan Clara Lailasari,558,5625
Aslijan Waluyo,Vanya Samiah Laksmiwati S.Pd,559,5638
Aslijan Wibowo,Melinda Haryanti,560,5643
Asmadi Bahuraksa Damanik,Kamaria Puspita,561,5657
Asmadi Balidin Irawan M.M.,Ina Handayani,562,5667
Asmadi Dongoran,Wirda Pertiwi,563,5675
Asmadi Eja Prasetya S.H.,Zamira Anggraini,564,5694
Asmadi Gara Sirait,Ophelia Vicky Pudjiastuti,565,5707
Asmadi Haryanto,Gabriella Oktaviani,566,5724
Asmadi Hidayanto M.Kom.,Salimah Laksmiwati,567,5738
Asmadi Luwes Sitorus,Cici Icha Rahmawati,568,5751
Asmadi Maheswara,Gawati Andriani S.I.Kom,569,5759
Asmadi Pratama S.I.Kom,Carla Astuti S.Kom,570,5775
Asmadi Pratama S.Sos,Hana Raina Agustina,571,5781
Asmadi Prayoga M.Ak,Rachel Intan Melani S.IP,572,5782
Asmadi Ramadan,Tantri Anggraini,573,5788
Asmadi Sihombing,Kamaria Eka Yulianti,574,5797
Asmadi Sihombing M.Ak,Restu Nuraini,575,5800
Asmadi Situmorang,Fitriani Yolanda,576,5809
Asmadi Zulkarnain,Betania Safitri,577,5820
Asman Alambana Iswahyudi M.Farm,Elma Syahrini Rahimah M.Pd,578,5836
Asman Bahuwirya Hidayanto,Fathonah Victoria Widiastuti,579,5854
Asman Bakiman Prabowo M.Kom.,Gawati Wirda Yulianti,580,5857
Asman Gunawan,Zelda Amalia Wulandari,581,5874
Asman Habibi,Kamaria Riyanti,582,5878
Asman Haryanto,Ami Azalea Kusmawati S.Psi,583,5886
Asman Hasan Tarihoran,Eva Zulaika,584,5894
Asman Hidayat S.I.Kom,Yani Fujiati,585,5905
Asman Irawan,Dina Hassanah M.Ak,586,5924
Asman Jasmani Hidayat S.Ked,Salwa Permata S.Ked,587,5936
Asman Karna Prayoga M.Ak,Shania Susanti,588,5938
Asman Latif Wibisono S.Farm,Amalia Sudiati S.Sos,589,5951
Asman Mujur Budiman,Calista Purwanti S.I.Kom,590,5962
Asman Nababan,Rachel Suryatmi,591,5980
Asman Pardi Simbolon,Cindy Padmasari,592,5991
Asman Prakasa,Najwa Ulva Suartini S.Psi,593,6009
Asman Putu Tampubolon S.Kom,Anastasia Kuswandari,594,6011
Asman Simanjuntak,Citra Halimah,595,6024
Asman Simbolon,Hamima Rachel Wastuti S.Gz,596,6043
Asman Tampubolon,Vera Zulaika S.Pt,597,6061
Asman Vega Habibi,Ade Nuraini,598,6077
Asmianto Anggriawan,Cinthia Shakila Oktaviani S.Pt,599,6083
Asmianto Balapati Hutasoit M.Ak,Novi Usada S.Kom,600,6090
Asmianto Dacin Napitupulu,Endah Rahimah S.Pd,601,6092
Asmianto Damu Wijaya S.Farm,Unjani Andriani,602,6110
Asmianto Hutasoit,Tina Indah Purnawati S.Pd,603,6116
Asmianto Irawan,Yuni Mayasari,604,6122
Asmianto Iswahyudi,Padma Riyanti S.Pt,605,6126
Asmianto Kawaya Damanik S.E.I,Novi Rahimah,606,6129
Asmianto Kurniawan,Ajeng Maya Utami S.IP,607,6142
Asmianto Mansur,Indah Anggraini S.Gz,608,6153
Asmianto Napitupulu,Clara Permata,609,6154
Asmianto Prasetya S.Gz,Clara Kuswandari,610,6156
Asmianto Prasetya S.Pd,Restu Eka Yuniar,611,6167
Asmianto Rangga Suryono,Victoria Usamah,612,6183
Asmianto Sihombing,Genta Mulyani,613,6193
Asmianto Siregar,Keisha Nova Mandasari,614,6195
Asmianto Vero Rajasa S.E.,Ira Nasyidah,615,6205
Asmuni Ajimin Wibowo,Jasmin Mandasari,616,6222
Asmuni Emin Irawan M.Ak,Ophelia Vanya Usada S.H.,617,6235
Asmuni Gunarto M.Ak,Puji Zelaya Hasanah M.Kom.,618,6253
Asmuni Ibrani Tarihoran,Ifa Laksmiwati S.IP,619,6254
Asmuni Jailani,Patricia Hariyah,620,6261
Asmuni Januar,Vera Sari Mulyani,621,6263
Asmuni Marbun,Shania Salimah Uyainah,622,6266
Asmuni Megantara,Citra Mulyani S.E.I,623,6282
Asmuni Nardi Wijaya S.T.,Kezia Prastuti,624,6300
Asmuni Prayoga,Yance Sudiati S.I.Kom,625,6316
Asmuni Saefullah S.Farm,Kani Lala Pertiwi M.Ak,626,6327
Asmuni Saragih,Fitriani Siti Utami S.I.Kom,627,6338
Asmuni Suryono M.Kom.,Farhunnisa Fujiati,628,6348
Asmuni Virman Anggriawan,Yani Kayla Suryatmi S.Gz,629,6357
Asmuni Wahyudin,Kamila Diah Utami S.IP,630,6367
Aswani Adriansyah,Zalindra Wulandari S.Kom,631,6381
Aswani Dalimin Dongoran,Restu Oktaviani,632,6390
Aswani Erik Sihombing,Zaenab Nadia Andriani,633,6401
Aswani Firgantoro S.Sos,Karimah Halimah,634,6407
Aswani Jayeng Rajasa,Vivi Pertiwi,635,6416
Aswani Kusumo S.Sos,Endah Ami Andriani,636,6429
Aswani Lazuardi,Elisa Astuti M.Kom.,637,6447
Aswani Limar Megantara M.M.,Widya Hassanah S.I.Kom,638,6456
Aswani Mansur,Belinda Puspasari,639,6462
Aswani Marsudi Adriansyah S.Pd,Mutia Gilda Usamah,640,6481
Aswani Maulana,Sadina Yuniar,641,6496
Aswani Napitupulu,Hani Hartati,642,6502
Aswani Panca Kurniawan,Nadia Suryatmi,643,6522
Aswani Putra,Dinda Amelia Yulianti,644,6538
Aswani Saefullah,Alika Jasmin Hassanah M.TI.,645,6551
Aswani Samosir,Aurora Fujiati,646,6556
Aswani Simanjuntak,Ayu Kayla Mardhiyah,647,6575
Aswani Suryono,Ayu Pratiwi S.Ked,648,6595
Aswani Thamrin S.Psi,Kartika Tira Hariyah,649,6596
Aswani Wahyudin,Dinda Padmasari,650,6609
Aswani Waluyo,Unjani Victoria Suryatmi,651,6612
Aswani Wasita,Rina Rahmi Hassanah S.Kom,652,6615
Aswani Wawan Sihotang,Olivia Safitri,653,6633
Atma Ardianto,Patricia Handayani,654,6652
Atma Bambang Prakasa M.Kom.,Tira Fujiati,655,6662
Atma Halim M.M.,Maria Handayani,656,6667
Atma Hardiansyah,Paulin Yunita Usada,657,6668
Atma Kusumo,Janet Purwanti,658,6688
Atma Latupono S.I.Kom,Nurul Shakila Utami S.H.,659,6703
Atma Lazuardi,Wani Suryatmi M.Ak,660,6711
Atma Lazuardi S.Kom,Mutia Rahayu M.Kom.,661,6718
Atma Maman Situmorang M.Kom.,Tania Cindy Zulaika S.Gz,662,6733
Atma Mursita Latupono S.Pt,Sari Carla Widiastuti S.Gz,663,6748
Atma Mustofa,Cici Laksmiwati,664,6750
Atma Nashiruddin S.Sos,Amelia Yuniar,665,6752
Atma Parman Saptono S.I.Kom,Tiara Hilda Permata,666,6756
Atma Permadi,Clara Kayla Uyainah,667,6762
Atma Pranowo,Hilda Olivia Mandasari S.Kom,668,6782
Atma Rajata,Diah Silvia Mardhiyah,669,6790
Atma Samsul Anggriawan,Eli Zizi Widiastuti,670,6797
Atma Santoso,Elisa Indah Rahimah,671,6808
Atma Sihombing,Yance Rahmawati,672,6822
Atma Sihotang,Sarah Uchita Pudjiastuti M.Kom.,673,6834
Atma Simbolon,Kani Suryatmi,674,6853
Atma Sitorus S.E.I,Mala Kusmawati S.Farm,675,6862
Atmaja Ian Januar,Ciaobella Sudiati,676,6866
Atmaja Irawan,Amelia Usamah,677,6882
Atmaja Kurniawan,Icha Hassanah,678,6901
Atmaja Maryadi,Pia Wulandari,679,6920
Atmaja Maulana,Kiandra Amelia Rahimah,680,6931
Atmaja Megantara,Cinta Gabriella Wastuti S.Psi,681,6932
Atmaja Prasasta,Maya Puspasari,682,6935
Atmaja Prayoga,Ulva Natalia Lestari M.M.,683,6943
Atmaja Saka Damanik S.E.,Mutia Aryani,684,6951
Atmaja Sitompul,Gasti Widiastuti S.Gz,685,6965
Atmaja Wahyudin,Almira Clara Rahayu,686,6970
Atmaja Waluyo,Hasna Olivia Farida,687,6978
Atmaja Widodo,Yani Kuswandari,688,6981
Atmaja Winarno,Yani Hartati S.Pt,689,6989
Atmaja Yosef Thamrin S.Psi,Gasti Pertiwi,690,7000
Bagas Budiyanto,Ratna Pudjiastuti S.Farm,691,7003
Bagas Damanik,Sarah Indah Oktaviani S.E.,692,7018
Bagas Hardiansyah,Vera Handayani M.TI.,693,7023
Bagas Hartana Dabukke,Rahayu Purwanti S.E.I,694,7035
Bagas Irnanto Mahendra M.Pd,Cinta Melani,695,7050
Bagas Karsana Januar,Nova Nasyiah,696,7055
Bagas Kurniawan,Zelda Yani Puspita S.Psi,697,7064
Bagas Maman Nainggolan M.M.,Hani Rahayu Anggraini,698,7072
Bagas Mansur,Winda Titi Aryani,699,7090
Bagas Manullang,Ellis Betania Laksmiwati S.E.,700,7103
Bagas Niyaga Napitupulu,Sarah Zamira Nasyiah S.I.Kom,701,7105
Bagas Pangeran Setiawan S.Gz,Elma Yuniar,702,7108
Bagas Pangestu,Tiara Ellis Nasyiah,703,7112
Bagas Pranowo S.E.I,Ida Yolanda,704,7130
Bagas Prasetya,Salimah Kusmawati,705,7138
Bagas Waluyo S.E.,Shakila Ilsa Namaga S.Psi,706,7147
Bagas Waskita,Paulin Widiastuti,707,7166
Bagiya Banawa Sihotang S.E.I,Shania Puspasari,708,7173
Bagiya Budiman S.IP,Gasti Haryanti,709,7176
Bagiya Damar Sihotang,Halima Astuti,710,7188
Bagiya Dasa Nababan,Betania Aryani,711,7198
Bagiya Ian Putra,Safina Yulianti,712,7215
Bagiya Lazuardi S.Pd,Lalita Laksmiwati,713,7232
Bagiya Megantara,Michelle Pertiwi,714,7240
Bagiya Napitupulu,Janet Yuniar S.Pd,715,7247
Bagiya Pangestu,Karimah Silvia Widiastuti,716,7249
Bagiya Pradana S.Pt,Unjani Fujiati,717,7261
Bagiya Rizki Tampubolon,Salimah Yuniar,718,7270
Bagiya Saefullah,Wani Mardhiyah,719,7290
Bagiya Sihombing,Rahmi Nurul Mayasari S.Farm,720,7294
Bagiya Umay Maulana,Chelsea Bella Nurdiyanti S.Gz,721,7296
Bagiya Umaya Wibisono M.Ak,Salwa Almira Pudjiastuti,722,7298
Bagiya Utama,Raisa Raisa Usada S.Ked,723,7307
Bagiya Wadi Kurniawan,Iriana Hassanah,724,7327
Bagiya Waskita,Umi Hassanah S.Pd,725,7328
Bagus Bahuwirya Sirait S.Farm,Olivia Maryati,726,7342
Bagus Dabukke,Ulva Olivia Handayani S.Psi,727,7353
Bagus Dongoran,Cindy Ella Laksita S.Kom,728,7371
Bagus Hardiansyah,Dalima Clara Oktaviani S.Psi,729,7378
Bagus Harjo Sirait,Malika Halimah,730,7392
Bagus Harsaya Siregar,Yulia Vanesa Novitasari M.Kom.,731,7393
Bagus Kuswoyo,Juli Permata,732,7405
Bagus Maheswara,Ellis Wahyuni,733,7414
Bagus Mandala S.Pt,Yuni Kusmawati,734,7431
Bagus Pratama,Melinda Ratih Hasanah M.TI.,735,7436
Bagus Santoso,Tami Susanti,736,7447
Bagus Saputra S.IP,Tami Hartati,737,7454
Bagus Simbolon,Vanesa Dewi Kuswandari M.Kom.,738,7468
Bagus Suryono,Farhunnisa Widiastuti,739,7478
Bagus Suryono M.Ak,Suci Sarah Usada,740,7487
Bagus Tarihoran M.TI.,Safina Wastuti,741,7490
Bagus Tarihoran S.Ked,Lalita Tari Halimah S.Gz,742,7500
Bagus Waskita S.Pt,Bella Nurdiyanti S.H.,743,7513
Bagya Ade Dongoran,Humaira Hartati,744,7523
Bagya Aris Suryono S.Farm,Tira Astuti S.E.,745,7541
Bagya Budiman M.Kom.,Ophelia Gawati Hassanah,746,7557
Bagya Gada Tamba M.Pd,Sadina Unjani Hassanah S.E.,747,7577
Bagya Gunarto,Vanya Hartati M.Ak,748,7593
Bagya Hidayanto,Hasna Rahmawati S.Pd,749,7594
Bagya Hidayat,Syahrini Anggraini,750,7595
Bagya Jumari Sirait M.TI.,Aisyah Sudiati,751,7608
Bagya Kuswoyo,Ifa Nasyiah S.Gz,752,7614
Bagya Luluh Rajata S.Gz,Maida Nuraini,753,7633
Bagya Marpaung S.T.,Oliva Hastuti,754,7642
Bagya Megantara S.E.I,Paris Utami M.Farm,755,7644
Bagya Natsir M.TI.,Tami Suryatmi,756,7652
Bagya Praba Januar S.E.I,Violet Prastuti,757,7672
Bagya Pranawa Prakasa,Raisa Jelita Wulandari,758,7690
Bagya Prasasta,Cinta Yuliarti,759,7702
Bagya Prasetyo,Raisa Humaira Uyainah,760,7711
Bagya Saptono,Zaenab Halimah S.Ked,761,7716
Bagya Saputra,Karen Nuraini,762,7729
Bagya Sihombing,Rika Yolanda,763,7743
Bagya Tampubolon,Nova Palastri,764,7746
Bagya Usman Hutasoit S.Farm,Karen Pratiwi,765,7762
Bagya Winarno,Kamaria Hasanah S.E.,766,7780
Bahuraksa Bakidin Maheswara,Fitria Usamah,767,7793
Bahuraksa Daliono Wijaya,Ifa Halimah S.Gz,768,7809
Bahuraksa Dirja Wacana S.Psi,Siti Karen Haryanti M.Kom.,769,7823
Bahuraksa Dongoran,Shania Pudjiastuti,770,7827
Bahuraksa Garang Kuswoyo S.H.,Nadine Maryati,771,7840
Bahuraksa Harto Napitupulu S.T.,Ratih Vicky Mandasari,772,7846
Bahuraksa Hidayanto,Salimah Agustina S.Psi,773,7847
Bahuraksa Irawan,Endah Mandasari,774,7864
Bahuraksa Koko Dongoran,Najwa Winda Fujiati,775,7875
Bahuraksa Lukita Natsir S.Psi,Kamaria Laksita M.Farm,776,7876
Bahuraksa Mangunsong S.Sos,Syahrini Handayani M.TI.,777,7890
Bahuraksa Marbun,Kania Victoria Usada,778,7892
Bahuraksa Maryadi,Hilda Mayasari,779,7910
Bahuraksa Maulana,Siska Kamaria Susanti,780,7921
Bahuraksa Nainggolan,Aisyah Winarsih S.E.I,781,7923
Bahuraksa Napitupulu,Elvina Padmasari M.Kom.,782,7935
Bahuraksa Napitupulu M.Pd,Kasiyah Zulaikha Rahimah,783,7943
Bahuraksa Narpati,Sari Suryatmi,784,7955
Bahuraksa Prabowo,Tania Anggraini S.Pd,785,7970
Bahuraksa Putra,Icha Humaira Wulandari M.Farm,786,7986
Bahuraksa Salahudin,Karimah Uyainah,787,8003
Bahuraksa Samosir S.I.Kom,Qori Hasanah,788,8018
Bahuraksa Sinaga,Usyi Palastri M.Ak,789,8028
Bahuraksa Sitompul S.H.,Eli Pudjiastuti,790,8029
Bahuraksa Uwais,Nurul Puspita,791,8034
Bahuraksa Wasita,Faizah Susanti,792,8047
Bahuwarna Bala Uwais M.M.,Juli Mardhiyah,793,8067
Bahuwarna Dimaz Sitorus S.Psi,Cinta Nuraini S.IP,794,8072
Bahuwarna Ega Sitorus,Lidya Padmasari,795,8092
Bahuwarna Halim,Ilsa Suartini,796,8109
Bahuwarna Mumpuni Sihombing,Elma Wastuti M.TI.,797,8116
Bahuwarna Mustofa M.Ak,Ratih Anastasia Widiastuti M.Pd,798,8133
Bahuwarna Narpati,Ratih Raina Nasyiah S.IP,799,8139
Bahuwarna Prasasta,Malika Yuliarti,800,8154
Bahuwarna Prasetya,Alika Alika Nasyiah S.E.,801,8166
Bahuwarna Saptono,Juli Wijayanti,802,8173
Bahuwarna Utama,Paramita Usamah,803,8181
Bahuwarna Wahyudin S.Psi,Wulan Chelsea Nasyidah S.Psi,804,8186
Bahuwarna Waluyo,Gabriella Kusmawati,805,8196
Bahuwarna Wibowo,Eli Yuliarti,806,8199
Bahuwarna Wijaya,Carla Uyainah S.Ked,807,8218
Bahuwarna Wisnu Prakasa M.Ak,Violet Riyanti M.M.,808,8227
Bahuwirya Bagya Saragih,Putri Uli Palastri S.Psi,809,8242
Bahuwirya Bajragin Januar,Padma Kusmawati,810,8243
Bahuwirya Bakijan Sihombing S.Gz,Amalia Yuniar,811,8260
Bahuwirya Cahya Hutagalung,Kania Olivia Laksmiwati,812,8275
Bahuwirya Firmansyah M.Ak,Violet Silvia Suryatmi,813,8276
Bahuwirya Gamani Pangestu,Siti Rahimah S.T.,814,8288
Bahuwirya Gandi Tarihoran,Jamalia Puspasari,815,8303
Bahuwirya Lazuardi M.Farm,Tari Endah Agustina,816,8321
Bahuwirya Mangunsong S.I.Kom,Uchita Hartati,817,8339
Bahuwirya Mansur S.Farm,Yunita Kusmawati,818,8358
Bahuwirya Mansur S.T.,Aisyah Anita Yuniar,819,8375
Bahuwirya Nababan S.Gz,Puti Novitasari M.TI.,820,8384
Bahuwirya Narpati M.Pd,Safina Nasyiah,821,8402
Bahuwirya Nashiruddin,Jane Hastuti S.Pt,822,8417
Bahuwirya Parman Saptono S.I.Kom,Puji Novitasari S.Kom,823,8435
Bahuwirya Prasetya,Amelia Sudiati,824,8441
Bahuwirya Salahudin,Carla Yuniar,825,8454
Bahuwirya Santoso S.Ked,Laila Suryatmi S.Psi,826,8458
Bahuwirya Wahyudin,Aurora Wahyuni S.Gz,827,8461
Bajragin Anggabaya Napitupulu,Violet Eva Utami S.H.,828,8470
Bajragin Ardianto S.Psi,Ulva Wulandari,829,8486
Bajragin Aslijan Kuswoyo,Ratna Palastri,830,8497
Bajragin Darmanto Jailani S.E.I,Oliva Laksita,831,8513
Bajragin Emas Mangunsong S.H.,Tami Paulin Haryanti S.Pt,832,8515
Bajragin Firmansyah,Siti Gasti Yuniar S.IP,833,8529
Bajragin Gatot Anggriawan,Kartika Anggraini,834,8546
Bajragin Hakim,Chelsea Laksita,835,8559
Bajragin Januar,Farah Paris Maryati,836,8573
Bajragin Jasmani Prasetyo,Ulva Mulyani,837,8583
Bajragin Mansur,Salwa Andriani,838,8602
Bajragin Marpaung,Juli Yuliarti,839,8610
Bajragin Marpaung M.TI.,Puti Jasmin Nasyiah,840,8630
Bajragin Maryadi Siregar S.I.Kom,Siti Natalia Lestari,841,8638
Bajragin Maulana,Hamima Riyanti S.Kom,842,8642
Bajragin Prasetyo,Eli Zulaika S.T.,843,8648
Bajragin Putra,Sari Hariyah S.E.,844,8659
Bajragin Saragih,Ani Hassanah,845,8663
Bajragin Suwarno,Nilam Elisa Rahayu M.Ak,846,8681
Bajragin Tampubolon,Dian Kuswandari,847,8695
Bajragin Tarihoran,Elma Hilda Rahmawati M.Ak,848,8701
Bajragin Taufik Wibisono S.IP,Restu Pratiwi,849,8712
Bajragin Waluyo,Vanesa Nasyiah S.Gz,850,8721
Bakda Adika Kurniawan,Bella Mayasari,851,8732
Bakda Adriansyah M.TI.,Restu Wulandari,852,8734
Bakda Daniswara Manullang S.H.,Tiara Permata,853,8735
Bakda Firmansyah,Zalindra Dalima Pudjiastuti,854,8742
Bakda Hari Siregar,Rika Zahra Mayasari S.Ked,855,8760
Bakda Kambali Winarno M.Pd,Devi Suryatmi,856,8772
Bakda Lasmono Pradipta,Wani Halimah,857,8774
Bakda Mahendra,Gabriella Mulyani,858,8785
Bakda Mahmud Wijaya,Rika Suartini,859,8804
Bakda Manullang,Usyi Hastuti,860,8812
Bakda Marpaung,Yessi Kezia Oktaviani,861,8816
Bakda Napitupulu,Wirda Natalia Nasyidah,862,8835
Bakda Unggul Saefullah M.Kom.,Widya Lailasari M.TI.,863,8849
Bakda Wasita,Kayla Rahmi Susanti S.H.,864,8867
Bakda Wawan Hutapea,Elisa Sarah Prastuti M.TI.,865,8877
Bakiadi Adriansyah S.Sos,Kamila Rahimah,866,8890
Bakiadi Budiman,Juli Aryani,867,8901
Bakiadi Cengkir Nainggolan S.Gz,Nova Nasyiah M.Ak,868,8915
Bakiadi Daniswara Kusumo S.Farm,Putri Padmasari M.Kom.,869,8926
Bakiadi Gandi Habibi S.Pd,Usyi Cinta Nurdiyanti,870,8936
Bakiadi Hutapea,Ratih Nabila Hariyah,871,8949
Bakiadi Ihsan Kurniawan S.Sos,Restu Puput Winarsih,872,8969
Bakiadi Januar,Kania Agustina,873,8987
Bakiadi Latupono S.Pt,Zalindra Astuti,874,9003
Bakiadi Lazuardi,Lintang Belinda Handayani,875,9022
Bakiadi Nugroho M.Farm,Sadina Zulaika,876,9024
Bakiadi Pangestu,Gilda Astuti,877,9041
Bakiadi Prabowo,Nurul Susanti,878,9044
Bakiadi Prabowo S.E.,Dian Ifa Mardhiyah,879,9058
Bakiadi Pradana,Lala Handayani S.E.,880,9073
Bakiadi Prasasta,Febi Namaga S.H.,881,9089
Bakiadi Reksa Winarno,Carla Suartini,882,9095
Bakiadi Ridwan Rajata,Juli Kusmawati S.I.Kom,883,9110
Bakiadi Sirait,Keisha Handayani,884,9129
Bakiadi Waskita,Paulin Hassanah,885,9139
Bakiadi Wibowo,Ulya Suartini,886,9149
Bakianto Bagas Situmorang S.Pd,Bella Natalia Nuraini S.Pd,887,9163
Bakianto Darmana Natsir,Paris Zamira Lailasari,888,9177
Bakianto Estiawan Saputra,Nabila Lailasari,889,9187
Bakianto Halim,Hilda Haryanti S.Kom,890,9194
Bakianto Haryanto,Silvia Laksmiwati S.E.,891,9204
Bakianto Hasan Hardiansyah,Tami Utami S.Sos,892,9224
Bakianto Hidayat M.M.,Shakila Devi Puspita,893,9242
Bakianto Kuswoyo,Vicky Namaga M.Farm,894,9256
Bakianto Lazuardi,Ayu Uyainah S.Kom,895,9263
Bakianto Luwes Dabukke S.IP,Mila Hartati,896,9275
Bakianto Mahendra S.T.,Ade Palastri,897,9281
Bakianto Mangunsong,Karimah Amalia Susanti S.Pd,898,9284
